fold,method,readable,signature,n conditions,time only,train support,valid coverage,train effect,valid effect,valid effect CI low,valid effect CI high,enough coverage,same direction,CI excludes 0,validated,time window coverage,formulation effect in window,formulation CI low,formulation CI high,formulation part holds,raw rule,phase,evidence,evidence reason,folds replicated
0,Middle phase tree (depth 3),IF Polymer MW is mostly Medium AND Drug MW is not Medium AND Drug Loading Capacity is mostly High,"(('Drug Loading Capacity is High', 'high'), ('Drug MW is Medium', 'low'), ('Polymer MW is Medium', 'high'))",3,False,0.03425117528542646,0.0,-0.47466994424226855,,,,False,False,False,False,,,,,False,Polymer MW is Medium > 0.977273 and Drug MW is Medium <= 0.099706 and Drug Loading Capacity is High > 0.877524,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
0,Middle phase tree (depth 3),IF Polymer MW is mostly Medium AND Drug MW has some Medium,"(('Drug MW is Medium', 'high'), ('Polymer MW is Medium', 'high'))",2,False,0.027535258562793822,0.0,-0.1088800207591693,,,,False,False,False,False,,,,,False,Polymer MW is Medium > 0.977273 and Drug MW is Medium > 0.099706,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Polymer MW is not Low AND Drug MW is not clearly Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug MW is Low', 'low'), ('Polymer MW is Low', 'low'))",3,False,0.2155453951665578,0.231,-0.11817823623543589,-0.11212617287174714,-0.3844017542331108,0.15788321459004892,True,True,False,False,1.0,-0.11212617287174714,-0.3957425303673451,0.15380499778894546,False,Drug Encapsulation Efficiency is High <= 0.613038 and Polymer MW is Low <= 0.447368 and Drug MW is Low <= 0.987402,Middle,rejected,failed held-out test: CI excludes 0,0
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Polymer MW is not Low AND Drug MW is mostly Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug MW is Low', 'high'), ('Polymer MW is Low', 'low'))",3,False,0.20117570215545394,0.0169,0.13090516316155498,-0.1933612388420104,,,False,False,False,False,1.0,-0.1933612388420104,-0.3723680257007803,-0.007162618882871188,True,Drug Encapsulation Efficiency is High <= 0.613038 and Polymer MW is Low <= 0.447368 and Drug MW is Low > 0.987402,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Polymer MW has some Low AND Polymer MW is not clearly Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Polymer MW is Low', 'high'), ('Polymer MW is Low', 'low'))",3,False,0.08948399738732854,0.0423,0.26262593479924523,0.027661471272993288,,,False,True,False,False,1.0,0.027661471272993288,-0.41528272251858145,0.397395052935362,False,Drug Encapsulation Efficiency is High <= 0.613038 and Polymer MW is Low > 0.447368 and Polymer MW is Low <= 0.652632,Middle,rejected,"failed held-out test: coverage, CI excludes 0",0
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Polymer MW is mostly Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Polymer MW is Low', 'high'))",2,False,0.15545395166557804,0.2817,0.14561308330629386,0.44879528923328765,0.1755141568798589,0.6156632551135455,True,True,True,True,1.0,0.44879528923328765,0.17711865222058762,0.6161568466032,True,Drug Encapsulation Efficiency is High <= 0.613038 and Polymer MW is Low > 0.652632,Middle,candidate,passed its own fold but replicated in only 1/3 required folds,1
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Polymer MW is not clearly High AND Drug LogP is not Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug LogP is Medium', 'low'), ('Polymer MW is High', 'low'))",3,False,0.1907250163291966,0.1972,-0.1253261736111938,-0.383559150843918,-0.48774337742618623,-0.09821839373083334,True,True,True,True,1.0,-0.383559150843918,-0.49039590097384544,-0.08664677630862291,True,Drug Encapsulation Efficiency is High > 0.613038 and Polymer MW is High <= 0.966667 and Drug LogP is Medium <= 0.159167,Middle,candidate,passed its own fold but replicated in only 1/3 required folds,1
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Polymer MW is not clearly High AND Drug LogP has some Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug LogP is Medium', 'high'), ('Polymer MW is High', 'low'))",3,False,0.051600261267145654,0.1042,0.05927426976672434,0.1959168696745111,-0.33103125511516707,0.3848572582587186,True,True,False,False,1.0,0.1959168696745111,-0.30061144533362205,0.39136000772631985,False,Drug Encapsulation Efficiency is High > 0.613038 and Polymer MW is High <= 0.966667 and Drug LogP is Medium > 0.159167,Middle,rejected,failed held-out test: CI excludes 0,0
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Polymer MW is mostly High AND Drug TPSA is not clearly Low,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Low', 'low'), ('Polymer MW is High', 'high'))",3,False,0.06923579359895493,0.0028,-0.3477684269629844,-0.10193232826872711,,,False,True,False,False,1.0,-0.10193232826872711,-0.33115243158011953,0.08113238929935596,False,Drug Encapsulation Efficiency is High > 0.613038 and Polymer MW is High > 0.966667 and Drug TPSA is Low <= 0.766572,Middle,rejected,"failed held-out test: coverage, CI excludes 0",0
1,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Polymer MW is mostly High AND Drug TPSA is mostly Low,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Low', 'high'), ('Polymer MW is High', 'high'))",3,False,0.026779882429784456,0.1239,-0.10419837637292861,-0.24024168546813782,-0.45065177688876706,-0.0391429695669099,True,True,True,True,1.0,-0.24024168546813782,-0.4599027022566324,-0.030441527805437872,True,Drug Encapsulation Efficiency is High > 0.613038 and Polymer MW is High > 0.966667 and Drug TPSA is Low > 0.766572,Middle,candidate,passed its own fold but replicated in only 1/3 required folds,1
2,Middle phase tree (depth 3),IF Polymer MW is not clearly Low AND Drug TPSA is not clearly Medium AND Drug Encapsulation Efficiency is not High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug TPSA is Medium', 'low'), ('Polymer MW is Low', 'low'))",3,False,0.2902072909220872,0.5585,0.048600462853488735,-0.03928770301648565,-0.2547034480878612,0.07183510303606194,True,False,False,False,1.0,-0.03928770301648565,-0.24793170021170777,0.07623963079949035,False,Polymer MW is Low <= 0.559524 and Drug TPSA is Medium <= 0.59095 and Drug Encapsulation Efficiency is High <= 0.489208,Middle,rejected,"failed held-out test: direction, CI excludes 0",1
2,Middle phase tree (depth 3),IF Polymer MW is not clearly Low AND Drug TPSA is not clearly Medium AND Drug Encapsulation Efficiency has some High,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'low'), ('Polymer MW is Low', 'low'))",3,False,0.21801286633309508,0.0637,-0.21594844650986328,-0.09877260422134648,-0.38362280235559443,0.08632745964124963,True,True,False,False,1.0,-0.09877260422134648,-0.4009276733208973,0.07108165338279349,False,Polymer MW is Low <= 0.559524 and Drug TPSA is Medium <= 0.59095 and Drug Encapsulation Efficiency is High > 0.489208,Middle,rejected,failed held-out test: CI excludes 0,0
2,Middle phase tree (depth 3),IF Polymer MW is not clearly Low AND Drug TPSA is mostly Medium AND Drug Encapsulation Efficiency is not clearly High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug TPSA is Medium', 'high'), ('Polymer MW is Low', 'low'))",3,False,0.04431736954967834,0.0287,-0.35435103283741964,-0.1778733010195776,,,False,True,False,False,1.0,-0.1778733010195776,-0.23454779607097256,-0.032893483086454955,True,Polymer MW is Low <= 0.559524 and Drug TPSA is Medium > 0.59095 and Drug Encapsulation Efficiency is High <= 0.650979,Middle,rejected,"failed held-out test: coverage, CI excludes 0",0
2,Middle phase tree (depth 3),IF Polymer MW is not clearly Low AND Drug TPSA is mostly Medium AND Drug Encapsulation Efficiency is mostly High,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'high'), ('Polymer MW is Low', 'low'))",3,False,0.036454610436025735,0.0,-0.4570425380574789,,,,False,False,False,False,,,,,False,Polymer MW is Low <= 0.559524 and Drug TPSA is Medium > 0.59095 and Drug Encapsulation Efficiency is High > 0.650979,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
2,Middle phase tree (depth 3),IF Polymer MW is mostly Low AND Drug Encapsulation Efficiency is not Low AND Particle Size is not clearly Medium,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Particle Size is Medium', 'low'), ('Polymer MW is Low', 'high'))",3,False,0.15511079342387418,0.1458,0.05117171126306974,0.03597521041512686,-0.060250604242032456,0.20391448567566028,True,True,False,False,1.0,0.03597521041512686,-0.05801105613117738,0.2147728020338238,False,Polymer MW is Low > 0.559524 and Drug Encapsulation Efficiency is Low <= 0.338485 and Particle Size is Medium <= 0.733035,Middle,rejected,failed held-out test: CI excludes 0,0
2,Middle phase tree (depth 3),IF Polymer MW is mostly Low AND Drug Encapsulation Efficiency is not Low AND Particle Size is mostly Medium,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Particle Size is Medium', 'high'), ('Polymer MW is Low', 'high'))",3,False,0.03788420300214439,0.0,-0.10973005879766295,,,,False,False,False,False,,,,,False,Polymer MW is Low > 0.559524 and Drug Encapsulation Efficiency is Low <= 0.338485 and Particle Size is Medium > 0.733035,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
2,Middle phase tree (depth 3),IF Polymer MW is mostly Low AND Drug Encapsulation Efficiency has some Low AND Drug MW is not clearly Medium,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Drug MW is Medium', 'low'), ('Polymer MW is Low', 'high'))",3,False,0.1093638313080772,0.1951,0.23016002164744664,0.10661642179934927,-0.08857249972880914,0.27988992782361016,True,True,False,False,1.0,0.10661642179934927,-0.09463301481255897,0.28164097633512236,False,Polymer MW is Low > 0.559524 and Drug Encapsulation Efficiency is Low > 0.338485 and Drug MW is Medium <= 0.849003,Middle,rejected,failed held-out test: CI excludes 0,0
2,Middle phase tree (depth 3),IF Polymer MW is mostly Low AND Drug Encapsulation Efficiency has some Low AND Drug MW is mostly Medium,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Drug MW is Medium', 'high'), ('Polymer MW is Low', 'high'))",3,False,0.10864903502501787,0.0082,0.33808312310192784,-0.0834823797102836,,,False,False,False,False,1.0,-0.0834823797102836,-0.14269699436725322,0.07032715277370533,False,Polymer MW is Low > 0.559524 and Drug Encapsulation Efficiency is Low > 0.338485 and Drug MW is Medium > 0.849003,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
3,Middle phase tree (depth 3),IF Drug TPSA is not clearly Medium AND Drug Encapsulation Efficiency is not High AND Polymer MW is not Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug TPSA is Medium', 'low'), ('Polymer MW is Low', 'low'))",3,False,0.29446640316205536,0.2609,0.03534717962835465,0.13876090077541803,0.032793886473647324,0.3016599748454607,True,True,True,True,1.0,0.13876090077541803,0.027928704270986007,0.3010520190756118,True,Drug TPSA is Medium <= 0.981255 and Drug Encapsulation Efficiency is High <= 0.156356 and Polymer MW is Low <= 0.447368,Middle,candidate,passed its own fold but replicated in only 1/3 required folds,1
3,Middle phase tree (depth 3),IF Drug TPSA is not clearly Medium AND Drug Encapsulation Efficiency is not High AND Polymer MW has some Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug TPSA is Medium', 'low'), ('Polymer MW is Low', 'high'))",3,False,0.2615283267457181,0.0543,0.273245845443093,0.2304933095220285,-0.056397191420185115,0.5074614097969836,True,True,False,False,1.0,0.2304933095220285,-0.05154576711560713,0.5009762807963606,False,Drug TPSA is Medium <= 0.981255 and Drug Encapsulation Efficiency is High <= 0.156356 and Polymer MW is Low > 0.447368,Middle,rejected,failed held-out test: CI excludes 0,0
3,Middle phase tree (depth 3),IF Drug TPSA is not clearly Medium AND Drug Encapsulation Efficiency has some High AND Polymer MW is not clearly High,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'low'), ('Polymer MW is High', 'low'))",3,False,0.2549407114624506,0.4565,-0.017431424353440028,-0.036315106227814975,-0.22928839418343597,0.17195976436189303,True,True,False,False,1.0,-0.036315106227814975,-0.23269606919468766,0.17314783841490122,False,Drug TPSA is Medium <= 0.981255 and Drug Encapsulation Efficiency is High > 0.156356 and Polymer MW is High <= 0.966667,Middle,rejected,failed held-out test: CI excludes 0,0
3,Middle phase tree (depth 3),IF Drug TPSA is not clearly Medium AND Drug Encapsulation Efficiency has some High AND Polymer MW is mostly High,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'low'), ('Polymer MW is High', 'high'))",3,False,0.12318840579710146,0.2283,-0.2568598600381157,-0.16798166105241663,-0.3871706738113688,0.10705471934086892,True,True,False,False,1.0,-0.16798166105241663,-0.38289422962011066,0.11597232970426559,False,Drug TPSA is Medium <= 0.981255 and Drug Encapsulation Efficiency is High > 0.156356 and Polymer MW is High > 0.966667,Middle,rejected,failed held-out test: CI excludes 0,0
3,Middle phase tree (depth 3),IF Drug TPSA is mostly Medium AND Drug Encapsulation Efficiency is not clearly High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug TPSA is Medium', 'high'))",2,False,0.032279314888010543,0.0,-0.4155916374653372,,,,False,False,False,False,,,,,False,Drug TPSA is Medium > 0.981255 and Drug Encapsulation Efficiency is High <= 0.869405,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
3,Middle phase tree (depth 3),IF Drug TPSA is mostly Medium AND Drug Encapsulation Efficiency is mostly High,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'high'))",2,False,0.03359683794466403,0.0,-0.49521474620300837,,,,False,False,False,False,,,,,False,Drug TPSA is Medium > 0.981255 and Drug Encapsulation Efficiency is High > 0.869405,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not Low AND Drug TPSA is not clearly Medium AND Initial Drug-to-Polymer Ratio is not Medium,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Drug TPSA is Medium', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'low'))",3,False,0.3497199751088986,0.2437,-0.07200433106525972,0.05245414937661719,-0.03743810841016234,0.17628438133741373,True,False,False,False,1.0,0.05245414937661719,-0.03989326487068803,0.1772850920533316,False,Drug Encapsulation Efficiency is Low <= 0.129795 and Drug TPSA is Medium <= 0.974131 and Initial Drug-to-Polymer Ratio is Medium <= 0.0860129,Middle,rejected,"failed held-out test: direction, CI excludes 0",0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not Low AND Drug TPSA is not clearly Medium AND Initial Drug-to-Polymer Ratio has some Medium,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Drug TPSA is Medium', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'high'))",3,False,0.09271935283136279,0.1434,-0.3008716052439692,-0.031161373553083682,-0.3386258432591531,0.04387652311410919,True,True,False,False,1.0,-0.031161373553083682,-0.3332198527578638,0.041688442312857954,False,Drug Encapsulation Efficiency is Low <= 0.129795 and Drug TPSA is Medium <= 0.974131 and Initial Drug-to-Polymer Ratio is Medium > 0.0860129,Middle,rejected,failed held-out test: CI excludes 0,0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not Low AND Drug TPSA is mostly Medium AND Drug Loading Capacity is not Medium,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Drug Loading Capacity is Medium', 'low'), ('Drug TPSA is Medium', 'high'))",3,False,0.0224019912881145,0.0,-0.49971158538371213,,,,False,False,False,False,,,,,False,Drug Encapsulation Efficiency is Low <= 0.129795 and Drug TPSA is Medium > 0.974131 and Drug Loading Capacity is Medium <= 0.0117254,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency is not Low AND Drug TPSA is mostly Medium AND Drug Loading Capacity has some Medium,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Drug Loading Capacity is Medium', 'high'), ('Drug TPSA is Medium', 'high'))",3,False,0.02862476664592408,0.0,-0.43548744478738577,,,,False,False,False,False,,,,,False,Drug Encapsulation Efficiency is Low <= 0.129795 and Drug TPSA is Medium > 0.974131 and Drug Loading Capacity is Medium > 0.0117254,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency has some Low AND Polymer MW is not clearly Medium AND Polymer MW is not clearly High,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Polymer MW is High', 'low'), ('Polymer MW is Medium', 'low'))",3,False,0.26757934038581205,0.1075,0.29189280736728707,0.10563636675304144,-0.06126769694786519,0.2607174653529706,True,True,False,False,1.0,0.10563636675304144,-0.05868765623957721,0.2565237987533282,False,Drug Encapsulation Efficiency is Low > 0.129795 and Polymer MW is Medium <= 0.552632 and Polymer MW is High <= 0.966667,Middle,rejected,failed held-out test: CI excludes 0,0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency has some Low AND Polymer MW is not clearly Medium AND Polymer MW is mostly High,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Polymer MW is High', 'high'), ('Polymer MW is Medium', 'low'))",3,False,0.1897946484131923,0.2581,0.09835462189391475,0.02202291445565807,-0.13627469318344812,0.15595091007211662,True,True,False,False,1.0,0.02202291445565807,-0.140456520798261,0.15839104001155105,False,Drug Encapsulation Efficiency is Low > 0.129795 and Polymer MW is Medium <= 0.552632 and Polymer MW is High > 0.966667,Middle,rejected,failed held-out test: CI excludes 0,0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency has some Low AND Polymer MW is mostly Medium AND Drug MW is not High,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Drug MW is High', 'low'), ('Polymer MW is Medium', 'high'))",3,False,0.019290603609209707,0.2043,0.09192657418915273,-0.08544127287933945,-0.19575235363242408,0.054019749069127314,True,False,False,False,1.0,-0.08544127287933945,-0.19707189074002318,0.04728120175638235,False,Drug Encapsulation Efficiency is Low > 0.129795 and Polymer MW is Medium > 0.552632 and Drug MW is High <= 0.0764108,Middle,rejected,"failed held-out test: direction, CI excludes 0",0
4,Middle phase tree (depth 3),IF Drug Encapsulation Efficiency has some Low AND Polymer MW is mostly Medium AND Drug MW has some High,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Drug MW is High', 'high'), ('Polymer MW is Medium', 'high'))",3,False,0.029869321717486,0.043,-0.3220141731404258,-0.15320496684313767,,,False,True,False,False,1.0,-0.15320496684313767,-0.3827006984018222,-0.07842141389415762,True,Drug Encapsulation Efficiency is Low > 0.129795 and Polymer MW is Medium > 0.552632 and Drug MW is High > 0.0764108,Middle,rejected,"failed held-out test: coverage, CI excludes 0",0
0,Late phase tree (depth 3),IF Drug MW is not clearly Low AND Initial Drug-to-Polymer Ratio is not Medium AND Particle Size is not clearly Medium,"(('Drug MW is Low', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'low'), ('Particle Size is Medium', 'low'))",3,False,0.5651846269781462,0.3589,-0.03921635716412242,0.02374502499274589,-0.26947307714227464,0.293444073019368,True,False,False,False,1.0,0.02374502499274589,-0.26956252643313355,0.3062046015013219,False,Drug MW is Low <= 0.935791 and Initial Drug-to-Polymer Ratio is Medium <= 0.0555556 and Particle Size is Medium <= 0.885333,Late,rejected,"failed held-out test: direction, CI excludes 0",0
0,Late phase tree (depth 3),IF Drug MW is not clearly Low AND Initial Drug-to-Polymer Ratio is not Medium AND Particle Size is mostly Medium,"(('Drug MW is Low', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'low'), ('Particle Size is Medium', 'high'))",3,False,0.06480783722682742,0.2027,0.10138444329594964,-0.04401415347746507,-0.11028088269591584,0.024447616928462455,True,False,False,False,1.0,-0.04401415347746507,-0.11089189602786323,0.01981963005524168,False,Drug MW is Low <= 0.935791 and Initial Drug-to-Polymer Ratio is Medium <= 0.0555556 and Particle Size is Medium > 0.885333,Late,rejected,"failed held-out test: direction, CI excludes 0",0
0,Late phase tree (depth 3),IF Drug MW is not clearly Low AND Initial Drug-to-Polymer Ratio has some Medium AND Drug Loading Capacity is not Low,"(('Drug Loading Capacity is Low', 'low'), ('Drug MW is Low', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'high'))",3,False,0.1333835719668425,0.3041,-0.1560724907746136,0.08476213434826863,-0.025416155535588375,0.30048793461840206,True,False,False,False,1.0,0.08476213434826863,-0.00986712003028476,0.30554137460089703,False,Drug MW is Low <= 0.935791 and Initial Drug-to-Polymer Ratio is Medium > 0.0555556 and Drug Loading Capacity is Low <= 0.448691,Late,rejected,"failed held-out test: direction, CI excludes 0",0
0,Late phase tree (depth 3),IF Drug MW is not clearly Low AND Initial Drug-to-Polymer Ratio has some Medium AND Drug Loading Capacity has some Low,"(('Drug Loading Capacity is Low', 'high'), ('Drug MW is Low', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'high'))",3,False,0.04220045214770158,0.0247,0.021520107990447013,0.2528026749678707,,,False,True,False,False,1.0,0.2528026749678707,0.20132895546015236,0.30383904471320977,True,Drug MW is Low <= 0.935791 and Initial Drug-to-Polymer Ratio is Medium > 0.0555556 and Drug Loading Capacity is Low > 0.448691,Late,rejected,"failed held-out test: coverage, CI excludes 0",0
0,Late phase tree (depth 3),IF Drug MW is mostly Low AND Polymer MW is not Medium AND Drug Encapsulation Efficiency is not clearly High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug MW is Low', 'high'), ('Polymer MW is Medium', 'low'))",3,False,0.12434061793519216,0.1068,0.1840419989630947,-0.24241944550082167,-0.3829253542286813,0.29849003081998854,True,False,False,False,1.0,-0.24241944550082167,-0.3880212841704021,0.31878249420000815,False,Drug MW is Low > 0.935791 and Polymer MW is Medium <= 0.431818 and Drug Encapsulation Efficiency is High <= 0.644753,Late,rejected,"failed held-out test: direction, CI excludes 0",0
0,Late phase tree (depth 3),IF Drug MW is mostly Low AND Polymer MW is not Medium AND Drug Encapsulation Efficiency is mostly High,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug MW is Low', 'high'), ('Polymer MW is Medium', 'low'))",3,False,0.0452147701582517,0.0,0.05153951122490219,,,,False,False,False,False,,,,,False,Drug MW is Low > 0.935791 and Polymer MW is Medium <= 0.431818 and Drug Encapsulation Efficiency is High > 0.644753,Late,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
0,Late phase tree (depth 3),IF Drug MW is mostly Low AND Polymer MW has some Medium,"(('Drug MW is Low', 'high'), ('Polymer MW is Medium', 'high'))",2,False,0.024868123587038434,0.0027,-0.06596982216514802,0.28098414434449714,,,False,False,False,False,1.0,0.28098414434449714,0.21923884350575368,0.49678314344795294,True,Drug MW is Low > 0.935791 and Polymer MW is Medium > 0.431818,Late,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
1,Late phase tree (depth 3),IF Drug TPSA is not Low AND Drug Loading Capacity is not Medium,"(('Drug Loading Capacity is Medium', 'low'), ('Drug TPSA is Low', 'low'))",2,False,0.2834008097165992,0.4639,-0.0824373293738474,-0.020500003412272205,-0.1170786845286625,0.08717189568415955,True,True,False,False,1.0,-0.020500003412272205,-0.11541930656935492,0.08620441094860185,False,Drug TPSA is Low <= 0.270322 and Drug Loading Capacity is Medium <= 0.043685,Late,rejected,failed held-out test: CI excludes 0,0
1,Late phase tree (depth 3),IF Drug TPSA is not Low AND Drug Loading Capacity is not Medium AND Drug Loading Capacity has some Medium,"(('Drug Loading Capacity is Medium', 'high'), ('Drug Loading Capacity is Medium', 'low'), ('Drug TPSA is Low', 'low'))",3,False,0.024291497975708502,0.0,-0.41881777829804606,,,,False,False,False,False,,,,,False,Drug TPSA is Low <= 0.270322 and Drug Loading Capacity is Medium <= 0.050867 and Drug Loading Capacity is Medium > 0.043685,Late,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
1,Late phase tree (depth 3),IF Drug TPSA is not Low AND Drug Loading Capacity has some Medium AND Drug Loading Capacity is not Low,"(('Drug Loading Capacity is Low', 'low'), ('Drug Loading Capacity is Medium', 'high'), ('Drug TPSA is Low', 'low'))",3,False,0.18866396761133603,0.2276,-0.04426886332475222,0.07760338740090189,-0.03176993559666975,0.19059875103772944,True,False,False,False,1.0,0.07760338740090189,-0.023239880254291037,0.19359513930267608,False,Drug TPSA is Low <= 0.270322 and Drug Loading Capacity is Medium > 0.050867 and Drug Loading Capacity is Low <= 0.317775,Late,rejected,"failed held-out test: direction, CI excludes 0",0
1,Late phase tree (depth 3),IF Drug TPSA is not Low AND Drug Loading Capacity has some Medium AND Drug Loading Capacity has some Low,"(('Drug Loading Capacity is Low', 'high'), ('Drug Loading Capacity is Medium', 'high'), ('Drug TPSA is Low', 'low'))",3,False,0.07044534412955465,0.0088,0.1545615710296655,0.2762906210010897,,,False,True,False,False,1.0,0.2762906210010897,0.20632758689636865,0.3061348944255843,True,Drug TPSA is Low <= 0.270322 and Drug Loading Capacity is Medium > 0.050867 and Drug Loading Capacity is Low > 0.317775,Late,rejected,"failed held-out test: coverage, CI excludes 0",0
1,Late phase tree (depth 3),IF Drug TPSA has some Low AND Drug LogP is not High AND Drug MW is not clearly Low,"(('Drug LogP is High', 'low'), ('Drug MW is Low', 'low'), ('Drug TPSA is Low', 'high'))",3,False,0.04939271255060729,0.0,0.04130220238963622,,,,False,False,False,False,,,,,False,Drug TPSA is Low > 0.270322 and Drug LogP is High <= 0.314686 and Drug MW is Low <= 0.819069,Late,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
1,Late phase tree (depth 3),IF Drug TPSA has some Low AND Drug LogP is not High AND Drug MW is mostly Low,"(('Drug LogP is High', 'low'), ('Drug MW is Low', 'high'), ('Drug TPSA is Low', 'high'))",3,False,0.1417004048582996,0.0,0.17161226874339985,,,,False,False,False,False,,,,,False,Drug TPSA is Low > 0.270322 and Drug LogP is High <= 0.314686 and Drug MW is Low > 0.819069,Late,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
1,Late phase tree (depth 3),IF Drug TPSA has some Low AND Drug LogP has some High AND Particle Size is not clearly Medium,"(('Drug LogP is High', 'high'), ('Drug TPSA is Low', 'high'), ('Particle Size is Medium', 'low'))",3,False,0.19433198380566802,0.2779,-0.04224085287213153,-0.038224281464351306,-0.13523775349597297,0.2119308502674276,True,True,False,False,1.0,-0.038224281464351306,-0.14120405467030114,0.22838010041275783,False,Drug TPSA is Low > 0.270322 and Drug LogP is High > 0.314686 and Particle Size is Medium <= 0.771349,Late,rejected,failed held-out test: CI excludes 0,0
1,Late phase tree (depth 3),IF Drug TPSA has some Low AND Drug LogP has some High AND Particle Size is mostly Medium,"(('Drug LogP is High', 'high'), ('Drug TPSA is Low', 'high'), ('Particle Size is Medium', 'high'))",3,False,0.04777327935222672,0.0219,0.15664609027836762,-0.15276607385044916,,,False,False,False,False,1.0,-0.15276607385044916,-0.2898731768068979,0.2924864684677802,False,Drug TPSA is Low > 0.270322 and Drug LogP is High > 0.314686 and Particle Size is Medium > 0.771349,Late,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
2,Late phase tree (depth 3),IF LA/GA is not clearly High AND Drug MW is not Low AND Drug TPSA is not clearly Low,"(('Drug MW is Low', 'low'), ('Drug TPSA is Low', 'low'), ('LA/GA is High', 'low'))",3,False,0.5132867132867133,0.2939,-0.042472597996432215,-0.11339770309814046,-0.20360144681297515,0.0897070400031249,True,True,False,False,1.0,-0.11339770309814046,-0.20475947600060473,0.0982754137191339,False,LA/GA is High <= 0.659322 and Drug MW is Low <= 0.00569822 and Drug TPSA is Low <= 0.692803,Late,rejected,failed held-out test: CI excludes 0,0
